outcome,model,term,coef,std_err_cluster_country,t_value,p_value,ci_low,ci_high,stars,nobs,r2,adj_r2,clusters_country,formula
communicability_betweenness_asinh_w,Baseline_M2,lnGDP_lag1,0.05437939747277237,0.02397651971090024,2.268027141906268,0.02632842661066152,0.006583078973742509,0.10217571597180224,**,1715,0.99662273478297,0.9964134866282593,73,communicability_betweenness_asinh_w ~ communicability_betweenness_asinh_w_lag1 + populism_gov_annual_l1 + lnGDP_lag1 + lnTradeOpen_lag1 + asinhFDI_lag1 + C(country) + C(year)
communicability_betweenness_asinh_w,Baseline_M2,lnTradeOpen_lag1,0.12338370844396346,0.045572230298741766,2.707431864430169,0.008463512296628357,0.03253712769189747,0.21423028919602943,***,1715,0.99662273478297,0.9964134866282593,73,communicability_betweenness_asinh_w ~ communicability_betweenness_asinh_w_lag1 + populism_gov_annual_l1 + lnGDP_lag1 + lnTradeOpen_lag1 + asinhFDI_lag1 + C(country) + C(year)
communicability_betweenness_asinh_w,Baseline_M2,asinhFDI_lag1,0.006389605410665838,0.0026472990327240362,2.413631906211599,0.01833962067659889,0.0011123112388712574,0.011666899582460418,**,1715,0.99662273478297,0.9964134866282593,73,communicability_betweenness_asinh_w ~ communicability_betweenness_asinh_w_lag1 + populism_gov_annual_l1 + lnGDP_lag1 + lnTradeOpen_lag1 + asinhFDI_lag1 + C(country) + C(year)
communicability_betweenness_asinh_w,Baseline_M3,communicability_betweenness_asinh_w_lag1,0.8782508186184106,0.0198477965938796,44.24928552972142,5.936222233727145e-54,0.838684959229996,0.9178166780068252,***,1689,0.9966217053528074,0.9964067036140761,73,communicability_betweenness_asinh_w ~ communicability_betweenness_asinh_w_lag1 + populism_gov_annual_l1 + lnGDP_lag1 + lnTradeOpen_lag1 + asinhFDI_lag1 + asinhInflation_winsor_lag1 + C(country) + C(year)
communicability_betweenness_asinh_w,Baseline_M3,populism_gov_annual_l1,0.029316569485437316,0.030190519309855664,0.9710521764979032,0.33477323433467504,-0.03086713081736167,0.0895002697882363,,1689,0.9966217053528074,0.9964067036140761,73,communicability_betweenness_asinh_w ~ communicability_betweenness_asinh_w_lag1 + populism_gov_annual_l1 + lnGDP_lag1 + lnTradeOpen_lag1 + asinhFDI_lag1 + asinhInflation_winsor_lag1 + C(country) + C(year)
communicability_betweenness_asinh_w,Baseline_M3,lnGDP_lag1,0.05281521422856206,0.024707056389285907,2.1376570885823982,0.035940480192045175,0.0035625974770601837,0.10206783098006393,**,1689,0.9966217053528074,0.9964067036140761,73,communicability_betweenness_asinh_w ~ communicability_betweenness_asinh_w_lag1 + populism_gov_annual_l1 + lnGDP_lag1 + lnTradeOpen_lag1 + asinhFDI_lag1 + asinhInflation_winsor_lag1 + C(country) + C(year)
communicability_betweenness_asinh_w,Baseline_M3,lnTradeOpen_lag1,0.12217189350685442,0.047494992918164836,2.572311016391979,0.012164796102202563,0.027492355525629203,0.21685143148807964,**,1689,0.9966217053528074,0.9964067036140761,73,communicability_betweenness_asinh_w ~ communicability_betweenness_asinh_w_lag1 + populism_gov_annual_l1 + lnGDP_lag1 + lnTradeOpen_lag1 + asinhFDI_lag1 + asinhInflation_winsor_lag1 + C(country) + C(year)
communicability_betweenness_asinh_w,Baseline_M3,asinhFDI_lag1,0.006197774089321543,0.002693275904704969,2.3012028134564506,0.024277563370323944,0.0008288266983238956,0.01156672148031919,**,1689,0.9966217053528074,0.9964067036140761,73,communicability_betweenness_asinh_w ~ communicability_betweenness_asinh_w_lag1 + populism_gov_annual_l1 + lnGDP_lag1 + lnTradeOpen_lag1 + asinhFDI_lag1 + asinhInflation_winsor_lag1 + C(country) + C(year)
communicability_betweenness_asinh_w,Baseline_M3,asinhInflation_winsor_lag1,-0.006175346269820345,0.005253065403089772,-1.1755700331064032,0.24363945241714885,-0.016647140764171765,0.004296448224531076,,1689,0.9966217053528074,0.9964067036140761,73,communicability_betweenness_asinh_w ~ communicability_betweenness_asinh_w_lag1 + populism_gov_annual_l1 + lnGDP_lag1 + lnTradeOpen_lag1 + asinhFDI_lag1 + asinhInflation_winsor_lag1 + C(country) + C(year)
shannon_entropy_w,Baseline_M1,shannon_entropy_w_lag1,0.8179562534731857,0.03191686188763107,25.62771541741618,7.697189132400677e-39,0.7543746041578437,0.8815379027885276,***,1803,0.9718864529254201,0.9702346581501804,76,shannon_entropy_w ~ shannon_entropy_w_lag1 + populism_gov_annual_l1 + C(country) + C(year)
shannon_entropy_w,Baseline_M1,populism_gov_annual_l1,0.016527306158448968,0.009066301088013816,1.822938152837108,0.07229795011877434,-0.0015336917678162205,0.03458830408471415,*,1803,0.9718864529254201,0.9702346581501804,76,shannon_entropy_w ~ shannon_entropy_w_lag1 + populism_gov_annual_l1 + C(country) + C(year)
shannon_entropy_w,Baseline_M2,shannon_entropy_w_lag1,0.8309715065667831,0.033484528887140104,24.81658049804373,5.116801318808893e-37,0.7642213181834323,0.8977216949501339,***,1715,0.9773194946359902,0.9759142588637467,73,shannon_entropy_w ~ shannon_entropy_w_lag1 + populism_gov_annual_l1 + lnGDP_lag1 + lnTradeOpen_lag1 + asinhFDI_lag1 + C(country) + C(year)
shannon_entropy_w,Baseline_M2,populism_gov_annual_l1,0.017945055798625487,0.00936374121941632,1.9164408090876388,0.059278597093334245,-0.0007212211699309558,0.036611332767181926,*,1715,0.9773194946359902,0.9759142588637467,73,shannon_entropy_w ~ shannon_entropy_w_lag1 + populism_gov_annual_l1 + lnGDP_lag1 + lnTradeOpen_lag1 + asinhFDI_lag1 + C(country) + C(year)
shannon_entropy_w,Baseline_M2,lnGDP_lag1,-0.010745964105985828,0.010272492639882096,-1.0460911954578112,0.29901818206266456,-0.03122380392239302,0.009731875710421365,,1715,0.9773194946359902,0.9759142588637467,73,shannon_entropy_w ~ shannon_entropy_w_lag1 + populism_gov_annual_l1 + lnGDP_lag1 + lnTradeOpen_lag1 + asinhFDI_lag1 + C(country) + C(year)
shannon_entropy_w,Baseline_M2,lnTradeOpen_lag1,-0.02603817858955898,0.021023583318409558,-1.2385223867502326,0.2195452736169693,-0.06794792597548874,0.01587156879637077,,1715,0.9773194946359902,0.9759142588637467,73,shannon_entropy_w ~ shannon_entropy_w_lag1 + populism_gov_annual_l1 + lnGDP_lag1 + lnTradeOpen_lag1 + asinhFDI_lag1 + C(country) + C(year)
shannon_entropy_w,Baseline_M2,asinhFDI_lag1,0.0004985471463790549,0.0011446766768962169,0.43553534062636984,0.6644768168950568,-0.0017833241046211366,0.0027804183973792465,,1715,0.9773194946359902,0.9759142588637467,73,shannon_entropy_w ~ shannon_entropy_w_lag1 + populism_gov_annual_l1 + lnGDP_lag1 + lnTradeOpen_lag1 + asinhFDI_lag1 + C(country) + C(year)
shannon_entropy_w,Baseline_M3,shannon_entropy_w_lag1,0.826856201446201,0.03503525741446021,23.60068863387115,1.2886692231749416e-35,0.7570146922418544,0.8966977106505476,***,1689,0.9774961329065956,0.9760639397267381,73,shannon_entropy_w ~ shannon_entropy_w_lag1 + populism_gov_annual_l1 + lnGDP_lag1 + lnTradeOpen_lag1 + asinhFDI_lag1 + asinhInflation_winsor_lag1 + C(country) + C(year)
shannon_entropy_w,Baseline_M3,populism_gov_annual_l1,0.018534736270760174,0.009185015509037643,2.017931951505452,0.0473254629551496,0.00022474249426938583,0.03684473004725096,**,1689,0.9774961329065956,0.9760639397267381,73,shannon_entropy_w ~ shannon_entropy_w_lag1 + populism_gov_annual_l1 + lnGDP_lag1 + lnTradeOpen_lag1 + asinhFDI_lag1 + asinhInflation_winsor_lag1 + C(country) + C(year)
shannon_entropy_w,Baseline_M3,lnGDP_lag1,-0.01471941633435096,0.011656092058542537,-1.2628088608448633,0.21073237389401198,-0.037955411182712284,0.008516578514010366,,1689,0.9774961329065956,0.9760639397267381,73,shannon_entropy_w ~ shannon_entropy_w_lag1 + populism_gov_annual_l1 + lnGDP_lag1 + lnTradeOpen_lag1 + asinhFDI_lag1 + asinhInflation_winsor_lag1 + C(country) + C(year)
shannon_entropy_w,Baseline_M3,lnTradeOpen_lag1,-0.026961087014140378,0.022425259441888615,-1.2022642183474228,0.23320032911422348,-0.07166502468448548,0.01774285065620472,,1689,0.9774961329065956,0.9760639397267381,73,shannon_entropy_w ~ shannon_entropy_w_lag1 + populism_gov_annual_l1 + lnGDP_lag1 + lnTradeOpen_lag1 + asinhFDI_lag1 + asinhInflation_winsor_lag1 + C(country) + C(year)
shannon_entropy_w,Baseline_M3,asinhFDI_lag1,0.00045124890036968984,0.0011134442559297573,0.4052730057805043,0.6864785557911779,-0.0017683616573352184,0.002670859458074598,,1689,0.9774961329065956,0.9760639397267381,73,shannon_entropy_w ~ shannon_entropy_w_lag1 + populism_gov_annual_l1 + lnGDP_lag1 + lnTradeOpen_lag1 + asinhFDI_lag1 + asinhInflation_winsor_lag1 + C(country) + C(year)
